348	テーブル	テーブル	테이블
349	手紙	てがみ	편지
350	出口	でぐち	출구
351	テスト	テスト	테스트. 검사. 시험
352	デパート	デパート	백화점
353	でも	でも	-라도
354	出る	でる	나가다. 나오다
355	テレビ	テレビ	텔레비전
356	天気	てんき	날씨
357	電気	でんき	전기. 전깃불
358	電車	でんしゃ	전철
359	電話	でんわ	전화
360	ドア	ドア	도어. 문
361	トイレ	トイレ	화장실
362	どう	どう	어떻게
363	どういたしまして	どういたしまして	천만의 말씀입니다. 별 말씀을 다 하십니다
364	どうして	どうして	어째서. 왜
365	どうぞ	どうぞ	아무쪼록. 부디. 어서 (+…하세요)
366	動物	どうぶつ	동물
367	どうも	どうも	정말. 참. 매우 (+고마워요)
368	十	とお	열 개
369	遠い	とおい	멀다
370	十日	とおか	10일
371	時々	ときどき	가끔. 때때로
372	時計	とけい	시계
373	どこ	どこ	어디
374	所	ところ	곳. 장소
375	年	とし	해. 나이
376	図書館	としょかん	도서관
377	どちら	どちら	어느 쪽
378	とても	とても	아주. 매우
379	どなた	どなた	어느 분. 누구(경어)
380	隣	となり	이웃. 옆
381	どの	どの	어느
382	飛ぶ	とぶ	날다
383	友達	ともだち	친구
384	土曜日	どようび	토요일
385	鳥	とり	새
386	鳥肉	とりにく	닭고기
387	撮る	とる	(사진을) 찍다
388	どれ	どれ	어느 것
389	どんな	どんな	어떤
390	ない	ない	없다
391	ナイフ	ナイフ	나이프. 칼
392	中	なか	가운데. 중. 안. 속
393	長い	ながい	길다. 오래다
394	なぜ	なぜ	왜.어째서
395	夏	なつ	여름
396	夏休み	なつやすみ	여름방학. 여름휴가
397	七	なな	일곱 ＝しち
398	七つ	ななつ	일곱 개
399	何	なに	무엇
400	七日	なのか	7일
401	名前	なまえ	이름
402	習う	ならう	배우다
403	何	なん	무엇. 몇-
404	二	に	이. 둘
405	にぎやかな	にぎやかな	번화한. 활기찬
406	肉	にく	고기
407	西	にし	서쪽
408	-日	にち	-일
409	日曜日	にちようび	일요일
410	庭	にわ	정원. 뜰. 마당
411	-人	にん	-명
412	ネクタイ	ネクタイ	넥타이
413	猫	ねこ	고양이
414	寝る	ねる	자다
415	-年	ねん	-년
416	ノート	ノート	노트
417	登る	のぼる	(산에) 올라가다
418	飲み物	のみもの	마실 것. 음료
419	飲む	のむ	마시다. (술을) 먹다. (약을) 복용하다
420	乗る	のる	(-に+) 타다
421	はい	はい	예. 네
422	入る	はいる	(1G) 들어가다. 들어오다
423	葉書	はがき	엽서
424	はく	はく	(바지 치마를) 입다. (신발을) 신다
425	始まる	はじまる	시작되다
426	はじめまして	はじめまして	처음 뵙겠습니다
427	バス	バス	버스
428	二十歳	はたち	스무살
429	八	はち	팔. 여덟
430	二十日	はつか	20일
431	花	はな	꽃
432	鼻	はな	코
433	話	はなし	이야기
434	話す	はなす	이야기하다
435	母	はは	(나의)어머니
436	早い	はやい	이르다. 빠르다
437	春	はる	봄
438	パン	パン	빵
439	-半	はん	-반. 30분
440	ハンカチ	ハンカチ	손수건
441	番号	ばんごう	번호
442	晩御飯	ばんごはん	저녁 식사
443	ハンサムな	ハンサムな	잘생긴. 미남의
444	東	ひがし	동쪽
445	低い	ひくい	낮다
446	飛行機	ひこうき	비행기
447	左	ひだり	왼쪽. 좌측
448	人	ひと	사람
449	一つ	ひとつ	한 개
450	一人	ひとり	한 사람
451	暇な	ひまな	한가한
452	百	ひゃく	백
453	病院	びょういん	병원
454	病気	びょうき	병
455	昼	ひる	낮
456	昼御飯	ひるごはん	점심
457	広い	ひろい	넓다
458	服	ふく	옷. 양복
459	二つ	ふたつ	두 개
460	豚肉	ぶたにく	돼지고기
461	二人	ふたり	두 사람
462	二日	ふつか	2일
463	冬	ふゆ	겨울
464	降る	ふる	(비가) 내리다
465	古い	ふるい	오래되다. 낡다
466	-分	ふん/-ぷん	-분
467	下手な	へたな	못하는. 서투른
468	部屋	へや	방
469	ペン	ペン	펜
470	勉強	べんきょう	공부
471	便利な	べんりな	편리한
472	方	ほう	방면. 방향. 쪽
473	帽子	ぼうし	모자
474	ボールペン	ボールペン	볼펜
475	他	ほか	다른 것. 딴 것
476	他に	ほかに	그밖에. 그외에
477	他の	ほかの	다른
478	ポケット	ポケット	포켓. 호주머니
479	欲しい	ほしい	갖고 싶다
480	ボタン	ボタン	단추. 버튼
481	ホテル	ホテル	호텔
482	-本	ほん/-ぽん/-ぼん	-자루. -개비. -병
483	本	ほん	책
484	-枚	まい	-장
485	毎朝	まいあさ	매일 아침. 아침마다
486	毎月	まいげつ	매월 ＝まいつき
487	毎週	まいしゅう	매주
488	毎月	まいつき	매월
489	毎年	まいとし	매년
490	毎日	まいにち	매일
491	毎年	まいねん	매년 ＝まいとし
492	毎晩	まいばん	매일 밤. 밤마다
493	前	まえ	앞. 전
494	曲がる	まがる	구부러지다. (우측 좌측으로) 돌다
495	まずい	まずい	맛없다
496	また	また	또. 다시
497	まだ	まだ	아직
498	町	まち	동네. 동. 시내
499	待つ	まつ	기다리다
500	まっすぐ	まっすぐ	쭉. 똑바로. 곧장. 직선으로
501	窓	まど	창. 창문
502	丸い	まるい	둥글다. 동그랗다
503	万	まん	만
504	磨く	みがく	닦다
505	右	みぎ	오른쪽. 우측
506	短い	みじかい	짧다
507	水	みず	물
508	店	みせ	가게
509	見せる	みせる	보여주다
510	道	みち	길
511	三日	みっか	3일
512	三つ	みっつ	세 개
513	緑	みどり	녹색
514	皆さん	みなさん	여러분
515	南	みなみ	남쪽
516	耳	みみ	귀
517	見る	みる	보다
518	みんな	みんな	모두들
519	六日	むいか	6일
520	難しい	むずかしい	어렵다
521	六つ	むっつ	여섯 개
522	目	め	눈
523	眼鏡	めがね	안경
524	もう	もう	이미. 벌써
525	もう一度	もういちど	한번 더. 다시 한번
526	木曜日	もくようび	화요일
527	もしもし	もしもし	여보세요
528	持つ	もつ	들다. 가지다. 쥐다
529	もっと	もっと	더. 좀더. 더욱
530	物	もの	물건
531	門	もん	대문
532	問題	もんだい	문제
533	八百屋	やおや	야채 가게
534	野菜	やさい	야채. 채소
535	易しい	やさしい	쉽다
536	優しい	やさしい	상냥하다. 정답다
537	安い	やすい	싸다
538	休み	やすみ	쉼. 휴식. 쉬는 시간. 휴일. 휴가
539	休む	やすむ	쉬다
540	八つ	やっつ	여덟 개
541	山	やま	산
542	夕方	ゆうがた	저녁때
543	夕御飯	ゆうごはん	저녁 식사
544	夕飯	ゆうはん	저녁 식사 ＝ゆうごはん
545	郵便局	ゆうびんきょく	우체국
546	雪	ゆき	눈
547	ゆっくり	ゆっくり	천천히. 푹(+쉬다)
548	良い	よい	좋다 ＝いい
549	八日	ようか	8일
550	洋服	ようふく	양복
551	よく	よく	(정도)잘. (빈도)자주
552	横	よこ	옆. 가로. 측면
553	四日	よっか	4일
554	四つ	よっつ	네 개
555	予定	よてい	예정
556	呼ぶ	よぶ	부르다
557	読む	よむ	읽다
558	夜	よる	밤
559	よろしく	よろしく	잘 (+부탁합니다)
560	弱い	よわい	약하다
561	四	よん	넷 ＝し
562	ラーメン	ラーメン	라면
563	来月	らいげつ	다음달
564	来週	らいしゅう	다음주
565	来年	らいねん	내년
566	ラジオ	ラジオ	라디오
567	留学生	りゅうがくせい	유학생
568	両親	りょうしん	부모
569	料理	りょうり	요리
570	レストラン	レストラン	레스토랑
571	六	ろく	육. 여섯
572	分かる	わかる	알다. 이해하다
573	私	わたし	저
574	悪い	わるい	나쁘다
